Food,energy,carbs,fiber,sugars,sodium,fat,protein,y_vegetarian,y_diabetic,y_low_sodium
"CAKE,COCONUT",423.0,52.6,0.0,0.0,0.0,22.1,6.7,1,0,1
"CAKE,DATE",334.0,55.2,0.0,0.0,0.0,12.1,4.5,1,0,1
"CAKE,FRUIT",334.0,55.2,0.0,0.0,0.0,12.1,4.5,1,0,1
"CAKE,SPONGE",462.0,53.1,0.0,0.0,0.0,26.4,6.4,1,0,1
"CAKE, BUTTER",447.02945,41.14719,1.100886,0.0,0.0,29.090473,5.6236701,1,0,1
"CAKE, ICED",447.02945,41.14719,1.100886,0.0,0.0,29.090473,5.6236701,1,0,1
"CANDY, GINGELLY",516.0,50.3,7.7,0.0,0.0,33.3,11.6,1,0,1
"CANDY, TOFFEE",426.0,66.7,0.0,0.0,0.0,18.6,2.2,1,0,1
"CHOCOLATE, DARK, PLAIN",510.0,63.5,0.0,0.0,0.0,28.0,5.0,1,0,1
"CHOCOLATE, MILK, PLAIN",519.0,56.0,0.0,0.0,0.0,31.1,7.3,1,0,1
"CHOCOLATE, MILK, W/ CREAM OR CARAMEL FILLING",519.0,56.0,0.0,0.0,0.0,31.1,7.3,1,0,1
"CHOCOLATE, MILK, W/ NUTS OR FRUIT",519.0,56.0,0.0,0.0,0.0,31.1,7.3,1,0,1
GELATIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
ALMONDS,611.0,3.0,13.1,0.0,0.0,58.5,18.4,1,1,1
"CASHEW NUTS, DRIED",577.0,25.5,3.9,0.0,0.0,45.2,18.8,1,1,1
"CASHEW NUTS, ROASTED, SALTED",591.59998,25.642799,4.3248,0.0,0.0,46.063202,18.839399,1,1,0
"PEANUT,BOILED",336.0,11.2,6.8,0.0,0.0,25.8,15.4,1,1,1
"PEANUT,DRY,ROASTED",590.0,10.3,0.0,0.0,0.0,49.8,25.7,1,1,1
"PEANUT, TEMPERED",590.0,10.3,0.0,0.0,0.0,49.8,25.7,1,1,1
"JACKFRUIT SEEDS, DRY",184.0,11.3,8.2,0.0,0.0,13.4,5.4,1,1,1
"LOTUS SEED, DRY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
"PUMPKIN SEEDS, DRY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
"SUNFLOWER SEEDS, DRY",586.0,6.8,10.8,0.0,0.0,51.8,23.5,1,1,1
"CHINESE ROLL, FISH",331.0,40.3,2.7,0.0,0.0,15.2,10.9,0,1,1
COCKTAIL MIX,503.0,35.1,0.0,0.0,0.0,32.9,18.8,1,1,1
"CRISPS, MAIZE PUFF",558.0,54.1,2.2,0.0,0.0,35.8,5.76,1,0,1
"CRISPS, POTATO",532.0,53.83,3.1,0.0,0.0,33.95,6.39,1,0,1
FRIED GRAMS SNACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
MURUKKU,349.0,63.4,2.7,0.0,0.0,9.5,6.6,1,0,1
"POPCORN, SALTY",470.0,59.3,0.0,0.0,0.0,23.5,9.0,1,0,1
"POPCORN, SWEET",470.0,59.3,0.0,0.0,0.0,23.5,9.0,1,0,1
"RUSKS, PLAIN",396.0,73.0,0.0,0.0,0.0,10.7,6.5,1,0,1
"TAPIOCA,MANIOC,CHIPS,DRIED",317.6,82.6,0.0,0.0,0.0,0.3,1.3,1,0,0
"VADE (FRITTERS), BLACK GRAM",170.0,27.4,0.0,0.0,0.0,0.85,13.6,1,1,1
"VADE (FRITTERS), DHAL",282.0,47.9,0.0,0.0,0.0,4.5,15.4,1,0,1
"PATTY, FISH",352.1503,41.919922,2.7738111,0.0,0.0,15.359921,10.634809,0,1,1
"PATTY, EGG",363.37091,41.919922,2.7738111,0.0,0.0,17.274506,9.1340466,1,1,1
"PATTY, VEGETABLE",335.05899,42.738216,3.6687491,0.0,0.0,14.744318,6.868125,1,1,1
"CHINESE ROLL, VEGETABLE",323.49789,43.233631,4.3601542,0.0,0.0,12.953424,7.3927488,1,1,1
DRIED PALMYRA SPROUTS,384.0,85.1,2.79,0.0,0.0,1.73,2.92,1,0,1
AGGALA,362.0,91.3,0.0,0.0,0.0,0.5,3.7,1,0,1
ALUWA,316.0,79.7,1.2,0.0,0.0,0.4,3.3,1,0,1
"CASSAVA CHIPS,FRIED,SUGAR COATED",287.0,53.0,0.0,0.0,0.0,8.8,0.36,1,0,0
DHODOL,361.0,59.8,1.7,0.0,0.0,14.0,2.4,1,0,1
HALAPA,304.0,55.9,1.3,0.0,0.0,8.4,4.6,1,0,1
"LADDU,SEMOLINA",402.0,60.0,4.0,0.0,0.0,17.9,4.2,1,0,1
MUNG KEVUM,401.0,57.1,2.0,0.0,0.0,18.5,5.1,1,0,1
"PANCAKE,ROLL",254.0,37.8,0.0,0.0,0.0,9.7,6.3,1,0,1
SAGO PAAYASAM (KHEER),190.0,29.6,0.9,0.0,0.0,8.4,0.9,1,1,1
SESAME BALL,473.0,33.7,4.5,0.0,0.0,34.6,8.9,1,1,1
WATALAPPAN,282.0,50.3,0.4,0.0,0.0,8.9,3.2,1,0,1
JAGGERY,348.0,92.9,0.0,0.0,0.0,0.0,0.0,1,0,1
WALI THALAPA,284.0,64.7,1.6,0.0,0.0,3.4,2.7,1,0,1
SAMPOSHA AGGALA,366.3519897,70.20400238,5.762000084,0.0,0.0,4.375699997,13.06999969,1,1,1
ATHIRASA,665.0,84.8,1.3,0.0,0.0,37.2,3.0,1,0,1
LAVARIYA,224.2829742,44.74222183,1.110843897,0.0,0.0,4.335048199,4.064278126,1,1,1
WANDU APPA,268.3940125,58.50453949,0.04764,0.0,0.0,3.703359842,3.14041996,1,0,1
KOLUKKATTA / MOTHAGAM,223.3490601,37.12477493,3.289150953,0.0,0.0,5.182547092,7.272830009,1,1,1
SWEET FRIED BREAD (WHEAT FLOUR),378.5265503,50.4122467,5.801632881,0.0,0.0,17.14122391,5.113469601,1,0,1
"BRINJAL, TEMPERED",127.0,5.0,0.0,0.0,0.0,11.3,1.7,1,1,1
"BRINJAL, TEMPERED, W/ COCONUT MILK",158.0,5.7,2.9,0.0,0.0,14.3,1.9,1,1,1
"BRINJAL, W/ COCONUT MILK",131.0,5.2,2.5,0.0,0.0,11.6,1.8,1,1,1
"BRINJAL AND DRIED FISH, W/ COCONUT MILK",166.0,5.6,2.1,0.0,0.0,12.5,8.2,0,1,1
"BRINJAL AND DRIED FISH, TEMPERED",305.0,13.8,10.1,0.0,0.0,9.4,42.2,0,1,1
BRINJAL MOJU,371.0,9.7,5.9,0.0,0.0,35.7,3.3,1,1,1
"CAPSICUM, TEMPERED",181.0,7.8,4.1,0.0,0.0,15.8,2.5,1,1,1
"CAPSICUM, TEMPERED, W/ COCONUT MILK",196.0,6.7,2.9,0.0,0.0,18.1,2.2,1,1,1
"CAPSICUM, W/ COCONUT MILK",91.0,3.6,1.6,0.0,0.0,8.0,1.3,1,1,1
"CAPSICUM AND DRIED FISH, W/ COCONUT MILK",149.0,4.5,1.4,0.0,0.0,12.5,5.0,0,1,1
"CAPSICUM AND SPRATS, W/ COCONUT MILK",139.0,4.5,1.4,0.0,0.0,12.4,2.6,1,1,1
"GREEN EGG PLANT, TEMPERED",174.0,9.2,1.3,0.0,0.0,14.4,2.3,1,1,1
"GREEN EGG PLANT, TEMPERED, W/ COCONUT MILK",162.0,6.9,1.011,0.0,0.0,14.2,1.9,1,1,1
"TOMATO, TEMPERED, W/ COCONUT MILK",168.0,5.6,1.2,0.0,0.0,15.6,1.6,1,1,1
"TURKEY BERRY (THIBBATU), TEMPERED",131.4618073,10.35947037,7.172173977,0.0,0.0,8.675606728,2.330698967,0,1,1
"TURKEY BERRY (THIBBATU), TEMPERED, W/ SCRAPED COCONUT",188.8567047,8.874079704,7.680660725,0.0,0.0,15.69575596,2.375111103,0,1,1
"TURKEY BERRY (THIBBATU) AND LEAFY GREENS, NFS, TEMPERED",129.9685211,9.085474968,7.26985693,0.0,0.0,8.508657455,3.608740091,0,1,1
"DRUMSTICKS, BOILED",25.4697,3.5148187,6.0448089,0.0,0.0,0.1018788,2.1054952,1,1,1
"DRUMSTICKS, BOILED & TEMPERED",85.0,5.2,6.136,0.0,0.0,6.2,2.6,1,1,1
"DRUMSTICKS, BOILED, W/ COCONUT MILK",130.3806,9.1312084,7.703836,0.0,0.0,8.3172693,3.9552441,1,1,1
"DRUMSTICKS, TEMPERED, W/ COCONUT MILK",119.0,5.1,4.5,0.0,0.0,10.1,2.3,1,1,1
"LADIES FINGERS, TEMPERED",159.0,10.6,6.5,0.0,0.0,11.7,3.3,1,1,1
"LADIES FINGERS, TEMPERED, W/ COCONUT MILK",182.0,7.5,4.5,0.0,0.0,15.8,2.9,1,1,1
"LADIES FINGERS, W/ COCONUT MILK",122.0,5.6,3.1,0.0,0.0,10.2,2.2,1,1,1
"LADIES FINGERS AND DRIED FISH, TEMPERED, W/ COCONUT MILK",227.0,6.1,2.3,0.0,0.0,18.9,8.5,0,1,1
"LADIES FINGERS AND DRIED FISH, TEMPERED",173.36554,5.5440121,4.3181362,0.0,0.0,9.0506897,17.000872,0,1,1
"GREEN BEANS, BOILED",22.0,2.9,2.9,0.0,0.0,0.5,1.8,1,1,1
"GREEN BEANS, TEMPERED",126.4721985,6.327641964,5.089822769,0.0,0.0,9.680864334,3.154071093,1,1,1
"GREEN BEANS, TEMPERED, W/ COCONUT MILK",210.0,7.2,1.1,0.0,0.0,19.0,2.9,1,1,1
"LONG BEANS, BOILED",19.7064,1.633989,4.3600411,0.0,0.0,0.24632999,2.7588961,1,1,1
"LONG BEANS, TEMPERED",108.3243027,5.111824036,5.759171009,0.0,0.0,8.095222473,3.622668028,1,1,1
"LONG BEANS, TEMPERED, W/ COCONUT MILK",298.0,14.0,2.9,0.0,0.0,25.3,4.4,1,1,1
"LONG BEANS, W/ COCONUT MILK",134.0,8.5,1.1,0.0,0.0,10.2,2.7,1,1,1
"WINGED BEANS, BOILED",17.243099,2.2662361,3.1037581,0.0,0.0,0.16422001,1.510824,1,1,1
"WINGED BEANS, TEMPERED",91.83750153,4.918228149,5.361419201,0.0,0.0,6.645996094,2.748875141,1,1,1
"WINGED BEANS, TEMPERED, W/ COCONUT MILK",188.0,6.3,1.1,0.0,0.0,15.9,5.3,1,1,1
"WINGED BEANS, W/ COCONUT MILK",127.0,5.8,0.6,0.0,0.0,9.2,5.5,1,1,1
"WINGED BEANS, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",111.0,6.0,2.8,0.0,0.0,7.5,5.2,1,1,1
"GREEN BEANS, BOILED, W/ COCONUT MILK",99.0,5.2,0.8,0.0,0.0,7.8,2.3,1,1,1
"LONG BEANS, TEMPERED, W/ SCRAPED COCONUT",169.4313049,5.007697105,7.260684013,0.0,0.0,14.67719841,4.112419128,1,1,1
"LONG BEANS, BOILED, W/ SCRAPED COCONUT",100.2213058,5.007697105,7.260684013,0.0,0.0,6.987197876,4.112419128,1,1,1
"AMBARELLA, W/ COCONUT MILK",193.0,12.4,1.4,0.0,0.0,15.8,1.5,1,1,1
"AMBARELLA, TEMPERED, W/ COCONUT MILK",266.0,17.9,1.4,0.0,0.0,21.5,1.4,1,1,1
"MUSK MELON, TEMPERED, W/ COCONUT MILK",198.1987,8.8106213,1.687501,0.0,0.0,17.060745,2.12025,1,1,1
"PAPAYA, GREEN, TEMPERED CURRY",243.5771027,13.04039288,1.804836035,0.0,0.0,20.35089493,1.911136985,1,1,1
"PAPAYA MALLUM, W/ SCRAPED COCONUT",94.84529877,5.449654102,4.197441101,0.0,0.0,7.222690105,1.558405042,1,1,1
"BREAD FRUIT, BOILED, PLAIN",57.0,13.4,1.8,0.0,0.0,0.2,1.3,1,1,1
"BREAD FRUIT, BOILED, W/ COCONUT MILK",164.0,13.3,1.7,0.0,0.0,11.8,1.9,1,1,1
"BREAD FRUIT, BOILED AND TEMPERED, W/ COCONUT MILK",213.61639,23.386019,3.585562,0.0,0.0,12.721217,2.2645531,1,1,1
"BREAD FRUIT, BOILED AND TEMPERED",139.4281921,25.5548172,5.267781258,0.0,0.0,4.531563282,1.520608068,1,1,1
"AGATHI FLOWERS, TEMPERED",182.9492035,10.609272,10.40014553,0.0,0.0,10.81378651,9.288287163,1,1,1
"PLANTAIN FLOWER, TEMPERED, W/ COCONUT MILK",146.0,5.3,5.5,0.0,0.0,13.0,2.3,1,1,1
"PLANTAIN FLOWER, W/ COCONUT MILK",100.0,5.3,5.4,0.0,0.0,7.9,2.3,1,1,1
"PLANTAIN FLOWER, TEMPERED",76.1257019,2.983571053,5.089453697,0.0,0.0,6.364370823,1.514021039,1,1,1
"PLANTAIN FLOWER, TEMPERED, W/ SCRAPED COCONUT",158.545105,4.248044014,8.56818676,0.0,0.0,14.33689213,2.716498852,1,1,1
"JACKFRUIT SEED, W/ COCONUT MILK",175.0,10.3,5.3,0.0,0.0,13.3,4.2,1,1,1
"JACKFRUIT SEED, TEMPERED, W/ COCONUT MILK",185.5789,10.116415,5.0717998,0.0,0.0,14.083085,4.224525,1,1,1
"MATURE JACKFRUIT, BOILED",20.0,2.9,6.4,0.0,0.0,0.3,1.6,1,1,1
"MATURE JACKFRUIT, TEMPERED, W/ COCONUT MILK",91.0,3.9,4.4,0.0,0.0,7.8,1.6,1,1,1
"TENDER JACKFRUIT, TEMPERED, W/ COCONUT MILK",198.37891,6.5360599,4.7861977,0.0,0.0,17.778494,2.882226,1,1,1
"TENDER JACKFRUIT, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",113.0,6.3,2.993,0.0,0.0,9.0,2.1,1,1,1
"TENDER JACKFRUIT, TEMPERED MALLUM W/ SCRAPED COCONUT",213.0,6.3,3.143,0.0,0.0,20.1,2.1,1,1,1
"MATURE JACKFRUIT, BOILED, W/ COCONUT MILK",151.0,6.0,5.2,0.0,0.0,13.2,2.3,1,1,1
"MATURE JACKFRUIT, TEMPERED",135.4019928,16.09597778,5.141955853,0.0,0.0,5.665438652,4.020550728,1,1,1
"MATURE JACKFRUIT, BOILED & TEMPERED",135.4019928,16.09597778,5.141955853,0.0,0.0,5.665438652,4.020550728,1,1,1
"MANGO, SEMI-RIPE, BOILED CURRY",129.7360077,10.7886982,3.905819893,0.0,0.0,8.597821236,1.648000956,1,1,1
"MANGO, SEMI-RIPE, BOILED CURRY, W/ COCONUT MILK",179.1604004,11.75326729,2.669825077,0.0,0.0,13.39301777,2.269304037,1,1,1
"MANGO, SEMI-RIPE, BOILED and TEMPERED CURRY",102.7360001,10.7886982,3.905819893,0.0,0.0,5.597820759,1.648000956,1,1,1
"ASH GOURD, BOILED, W/ COCONUT MILK",134.0,4.8,2.1,0.0,0.0,12.2,1.6,1,1,1
"BITTER GOURD, BOILED CURRY",153.0144,7.7576642,4.0376868,0.0,0.0,12.091337,2.895509,1,1,1
"BITTER GOURD, W/ COCONUT MILK",258.0,9.1,0.0,0.0,0.0,23.7,2.7,1,1,1
"BITTER GOURD, TEMPERED",88.0,12.5,0.0,0.0,0.0,3.2,3.1,1,1,1
"BITTER GOURD, TEMPERED, SALAD",142.7738,8.1964159,7.7598701,0.0,0.0,10.62128,2.9312789,1,1,1
"BITTER GOURD, DEEP-FRIED",145.0095062,3.815227032,4.904356003,0.0,0.0,13.43704414,1.870730996,1,1,1
"BOTTLE GOURD, W/ COCONUT MILK",127.0,5.4,2.862,0.0,0.0,11.2,1.6,1,1,1
"CUCUMBER, W/ COCONUT MILK",135.0,7.2,2.9,0.0,0.0,11.2,1.8,1,1,1
"RIDGE GOURD, W/ COCONUT MILK",101.0502,5.3864222,2.4414079,0.0,0.0,7.8567381,1.9264439,1,1,1
"SNAKE GOURD, W/ COCONUT MILK",125.0,4.5,2.6,0.0,0.0,11.2,1.9,1,1,1
"SNAKE GOURD AND DRIED FISH, W/ COCONUT MILK",210.36505,6.048018,1.620373,0.0,0.0,16.609068,8.9220619,0,1,1
"BITTER GOURD AND DRIED FISH, TEMPERED",140.63193,3.7093101,3.517498,0.0,0.0,6.6473227,16.427172,0,1,1
"BITTER GOURD, TEMPERED & BOILED, W/ COCONUT MILK",208.3460999,6.509402752,2.616647005,0.0,0.0,19.01440811,2.515836,1,1,1
"SPINY GOURD, TEMPERED",117.6562958,13.3271122,5.375181675,0.0,0.0,5.519168854,3.405188084,1,1,1
"SPINY GOURD, TEMPERED, W/ COCONUT MILK",209.1983032,10.78059578,2.701086044,0.0,0.0,16.89486313,3.308544874,1,1,1
"GOURD MALLUM, NFS, TEMPERED, W/ SCRAPED COCONUT",137.2259674,3.826502323,4.548282146,0.0,0.0,12.56531525,1.886078477,1,1,1
"DUBAI PUMPKIN, BOILED, W/ COCONUT MILK",83.746597,5.2671981,2.0965519,0.0,0.0,6.1286364,1.4504369,1,1,1
"PUMPKIN, BOILED, W/ COCONUT MILK",92.0,5.8,2.5,0.0,0.0,7.2,1.5,1,1,1
"PUMPKIN, TEMPERED",142.7534943,12.48462868,3.827404976,0.0,0.0,8.924293518,2.395774126,1,1,1
"PUMPKIN, TEMPERED, W/ COCONUT MILK",180.0589,9.4060707,2.094301,0.0,0.0,14.582006,2.29406,1,1,1
"AMARANTH LEAVES, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",156.0,8.0,3.4,0.0,0.0,12.4,3.7,1,1,1
"AMARANTH LEAVES, TEMPERED MALLUM W/ SCRAPED COCONUT",185.0,7.6,3.3,0.0,0.0,15.8,3.6,1,1,1
"AMARANTH LEAVES, TEMPERED",215.06981,8.1330433,7.816566,0.0,0.0,17.161535,6.0670543,1,1,1
"SPINACH, BOILED, W/ COCONUT MILK",100.0,4.2,2.0,0.0,0.0,8.4,2.2,1,1,1
"AMARANTH LEAVES, BOILED, W/ COCONUT MILK",141.95981,5.3771262,3.0383439,0.0,0.0,11.603986,3.572233,1,1,1
"SPINACH, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",138.0099945,3.574506998,5.176587105,0.0,0.0,12.24140835,3.02185297,1,1,1
"RADISH LEAVES, TEMPERED",83.31690216,4.197085857,2.19499588,0.0,0.0,6.301447868,2.296064138,1,1,1
"TURNIP LEAVES, TEMPERED",101.7157974,6.924685478,6.678634167,0.0,0.0,5.812599182,4.78295517,1,1,1
"CABBAGE LEAVES, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",110.0,5.0,4.9,0.0,0.0,9.2,2.2,1,1,1
"CABBAGE LEAVES, TEMPERED MALLUM W/ SCRAPED COCONUT",187.0,4.8,4.7,0.0,0.0,17.8,2.1,1,1,1
"CABBAGE LEAVES, TEMPERED",181.0,8.1,4.4,0.0,0.0,14.8,4.5,1,1,1
"CABBAGE, W/ COCONUT MILK",139.0,6.4,3.1,0.0,0.0,11.8,2.2,1,1,1
"CABBAGE AND POTATO, W/ COCONUT MILK",165.0,10.6,2.6,0.0,0.0,12.9,2.4,1,1,1
"CABBAGE, TEMPERED",84.4,5.4,0.0,0.0,0.0,6.23,2.0,1,1,1
"CABBAGE, TEMPERED, W/ COCONUT MILK",185.48441,6.7833629,2.567554,0.0,0.0,16.215216,2.619921,1,1,1
"CASSAVA LEAVES, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",141.0,8.8,3.1,0.0,0.0,8.3,8.0,1,1,1
"CASSAVA LEAVES, TEMPERED MALLUM W/ SCRAPED COCONUT",242.0,6.7,4.381,0.0,0.0,21.0,6.7,1,1,1
"SWEET POTATO LEAVES, TEMPERED MALLUM W/ SCRAPED COCONUT",196.0113068,4.852575302,4.146923065,0.0,0.0,17.76296234,3.225731134,1,0,1
"TARO LEAVES, TEMPERED MALLUM W/ SCRAPED COCONUT",227.0,5.5,7.431,0.0,0.0,20.7,5.0,1,1,1
"CASSAVA LEAVES, TEMPERED",116.5761948,6.201632977,3.992795944,0.0,0.0,7.523952007,5.801773548,1,1,1
"DRUMSTICK LEAVES, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",175.0,7.3,9.9,0.0,0.0,13.6,6.4,1,1,1
"DRUMSTICK LEAVES, TEMPERED MALLUM W/ SCRAPED COCONUT",220.2818909,6.820098877,9.213152885,0.0,0.0,18.33315849,6.07666111,1,1,1
"DRUMSTICK LEAVES, TEMPERED",240.0,10.4,9.5,0.0,0.0,18.9,7.6,1,1,1
"KATHURUMURUNGA, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",131.0,6.1,8.8,0.0,0.0,8.9,7.0,1,1,1
"KATHURUMURUNGA, TEMPERED MALLUM W/SCRAPED COCONUT",160.0,5.6,7.9,0.0,0.0,12.7,6.1,1,1,1
"DRUMSTICK LEAVES, BOILED",123.5009918,4.780105114,8.4708004,0.0,0.0,8.852272034,5.396572113,1,1,1
"DRUMSTICK LEAVES, BOILED, W/ COCONUT MILK",187.3352966,7.391931057,6.246074677,0.0,0.0,14.6266861,5.81202507,1,1,1
"GOTUKOLA, FRESH OR WATER-COOKED MALLUM W/SCRAPED COCONUT",150.9633026,3.867722034,8.107066154,0.0,0.0,14.02437878,1.980798006,1,1,1
"GOTUKOLA, TEMPERED MALLUM W/SCRAPED COCONUT",229.0,8.8,6.9,0.0,0.0,20.4,3.0,1,1,1
"GOTUKOLA, TEMPERED",128.5872,7.3673201,7.563437,0.0,0.0,9.9439945,2.0037789,1,1,1
"KANKUN, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",153.0,5.5,4.5,0.0,0.0,13.1,3.7,1,1,1
"KANKUN, TEMPERED MALLUM W/ SCRAPED COCONUT",217.0,5.7,5.0,0.0,0.0,19.9,4.0,1,1,1
"KANKUN, TEMPERED",61.0,4.0,2.0,0.0,0.0,3.9,2.6,1,1,1
"MUKUNUWENNA, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",160.0,7.0,8.5,0.0,0.0,12.5,5.3,1,1,1
"MUKUNUWENNA, TEMPERED",127.790802,3.884290934,7.082312584,0.0,0.0,10.58715916,3.837226868,1,1,1
"MUKUNUWENNA, BOILED, W/ COCONUT MILK",139.4314,5.3897681,3.6009128,0.0,0.0,11.496529,3.3193929,1,1,1
"MUKUNUWENNA, TEMPERED, W/ SCRAPED COCONUT",183.7799988,4.444108009,7.352119923,0.0,0.0,16.5184803,3.864872932,1,1,1
"ONION LEAVES, TEMPERED MALLUM W/ SCRAPED COCONUT",194.0,7.1,9.1,0.0,0.0,16.9,4.0,1,1,1
"ONION LEAVES, TEMPERED",141.0,9.6,8.0,0.0,0.0,9.9,3.8,1,1,1
"ONION LEAVES, W/ COCONUT MILK",160.0,7.6,4.8,0.0,0.0,13.3,2.9,1,1,1
"PUMPKIN LEAVES, FRESH OR WATER-COOKED MALLUM W/ SCRAPED COCONUT",177.0,6.9,5.6,0.0,0.0,14.7,4.6,1,1,1
"PUMPKIN LEAVES, TEMPERED MALLUM W/ SCRAPED COCONUT",201.0,6.8,5.4,0.0,0.0,17.5,4.7,1,1,1
"PUMPKIN LEAVES, TEMPERED",59.0,2.9,0.3,0.0,0.0,4.2,2.5,1,1,1
"ANGUNA KOLA, TEMPERED MALLUM W/ SCRAPED COCONUT",179.3927917,7.06265974,6.78387785,0.0,0.0,14.59377766,4.430605888,1,1,1
"GYMNEMA LEAVES, TEMPERED MALLUM W/ SCRAPED COCONUT",213.7822876,4.046452999,7.572259903,0.0,0.0,19.65065193,4.507966042,1,1,1
"LEAVES, NFS, BOILED, W/ COCONUT MILK",173.1434021,6.885292053,4.184862137,0.0,0.0,14.10889912,4.222723007,1,1,1
"LEAVES, NFS, FRESH OR WATER-COOKED MALLUM, W/ SCRAPED COCONUT",151.3726654,5.335762501,7.945581436,0.0,0.0,12.14378643,4.557992458,1,1,1
"LEAVES, NFS, TEMPERED",96.63223267,6.499809265,5.976947784,0.0,0.0,5.68130064,4.289451599,1,1,1
"LEAVES, NFS, TEMPERED MALLUM, W/ SCRAPED COCONUT",192.0611572,5.136384964,7.478957176,0.0,0.0,16.86618614,4.335134506,1,1,1
"MUSHROOM, TEMPERED",75.93094635,5.299437046,4.007982254,0.0,0.0,4.493332863,3.098341227,1,1,1
"MUSHROOM, TEMPERED, W/ COCONUT MILK",218.0,7.2,3.1,0.0,0.0,19.4,4.2,1,1,1
"ASH PLANTAIN,BOILED, W/ COCONUT MILK",152.0,13.7,2.6,0.0,0.0,10.5,1.6,1,1,1
"ASH PLANTAIN, DEEP-FRIED",150.0,25.9,5.3,0.0,0.0,5.1,1.7,1,1,1
"PLANTAIN STEM, TEMPERED, W/ COCONUT MILK",160.0,10.8,2.691,0.0,0.0,12.7,1.3,1,1,1
"ASH PLANTAIN AND FISH, TEMPERED",237.22531,13.718862,4.5972929,0.0,0.0,9.1544189,24.696022,0,1,1
"ASH PLANTAIN, TEMPERED",123.5166016,16.2754364,4.816104889,0.0,0.0,4.901051044,3.3197999,1,1,1
"ASH PLANTAIN, TEMPERED & BOILED, W/ COCONUT MILK",184.7518005,13.38365173,3.376360893,0.0,0.0,12.89064884,3.473891973,1,1,1
"BEET ROOT, BOILED, W/ COCONUT MILK",183.0,8.1,2.7,0.0,0.0,15.8,2.5,1,1,1
"BEET ROOT, TEMPERED",68.0,5.7,2.0,0.0,0.0,4.7,1.3,1,1,1
"BEET ROOT, TEMPERED, W/ COCONUT MILK",168.0,8.4,3.2,0.0,0.0,14.0,2.7,1,1,1
"CARROT, BOILED",22.0,4.4,2.7,0.0,0.0,0.4,0.6,1,1,1
"CARROT, W/ COCONUT MILK",193.0,8.5,3.4,0.0,0.0,17.0,2.1,1,1,1
"CARROT AND BROAD BEANS, W/ COCONUT MILK",139.0,6.0,3.7,0.0,0.0,12.0,2.2,1,1,1
"CARROT AND DRIED FISH, W/ COCONUT MILK",91.0,5.8,3.0,0.0,0.0,4.2,7.9,0,1,1
"CARROT AND GREEN BEANS, BOILED, PLAIN",25.0,4.2,2.1,0.0,0.0,0.4,1.4,1,1,1
"CARROT AND POTATO, W/ COCONUT MILK",196.0,9.1,2.4,0.0,0.0,17.1,2.0,1,1,1
"KOHLRABI, BOILED, W/ COCONUT MILK",186.95795,6.1917391,2.7848771,0.0,0.0,16.464243,3.150048,1,1,1
"RADISH,BOILED, W/ COCONUT MILK",174.0,10.3,3.1,0.0,0.0,14.1,2.1,1,1,1
"RADISH, TEMPERED, W/ COCONUT MILK",202.0,10.3,3.1,0.0,0.0,17.3,2.1,1,1,1
"CARROT AND GREEN BEANS, BOILED, W/ COCONUT MILK",150.3481,6.3891311,3.592958,0.0,0.0,12.483504,2.702482,1,1,1
"CARROT, TEMPERED",146.8068085,10.41388798,6.633108139,0.0,0.0,10.29977989,2.256705046,1,1,1
"CARROT AND LEEK, BOILED & TEMPERED, W/ COCONUT MILK",192.4382935,8.126159668,3.067286968,0.0,0.0,16.44133186,2.644751072,1,1,1
"RADISH, TEMPERED",116.4721985,9.10244751,3.571248055,0.0,0.0,7.851063251,1.792971015,1,1,1
"CASSAVA ROOT, FRESH, DEEP-FRIED",268.8743896,28.32001877,8.581903458,0.0,0.0,16.03806877,1.868054032,1,1,1
"CASSAVA ROOT, FRESH,BOILED",130.0,33.5,1.5,0.0,0.0,0.2,0.5,1,1,1
"CASSAVA, W/ COCONUT MILK",188.0,30.4,0.7,0.0,0.0,7.7,1.2,1,1,1
Purple Yam (with coconut milk),138.0,17.4,2.7,0.0,0.0,7.1,2.4,1,1,1
Purple Yam (Boiled),99.83789825,20.2486763,4.555709839,0.0,0.0,0.290789992,3.101759911,1,1,1
Taro Root (with coconut milk),108.17381,11.922556,2.1484849,0.0,0.0,5.578413,2.1338401,1,1,1
Cassava (Boiled & Tempered),162.9881897,19.02280045,5.61216116,0.0,0.0,8.711854935,1.455864072,1,1,1
"Cassava & Tomato (Boiled, with coconut milk)",115.063,13.717,4.101953,0.0,0.0,5.629077,1.84914,1,1,1
