generic_name,therapeutic_class,action_class,treatment_area,condition,source,confidence
glycerin,BLOOD RELATE,,Hematology,Anemia,therapeutic_class,0.8
glycerin,BLOOD RELATE,,Hematology,Iron Deficiency,therapeutic_class,0.8
dexlansoprazole,GASTRO INTESTINAL,Proton pump inhibitor,Gastroenterology,Acid Reflux,therapeutic_class,0.8
dexlansoprazole,GASTRO INTESTINAL,Proton pump inhibitor,Gastroenterology,GERD,therapeutic_class,0.8
dexlansoprazole,GASTRO INTESTINAL,Proton pump inhibitor,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
dexlansoprazole,GASTRO INTESTINAL,Proton pump inhibitor,Gastroenterology,Gastritis,therapeutic_class,0.8
dexlansoprazole,GASTRO INTESTINAL,Proton pump inhibitor,Gastroenterology,Nausea,therapeutic_class,0.8
dexlansoprazole,GASTRO INTESTINAL,Proton pump inhibitor,Gastroenterology,Diarrhea,therapeutic_class,0.8
beta-cyclodextrin,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
beta-cyclodextrin,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
beta-cyclodextrin,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
cefditoren,ANTI INFECTIVES,Cephalosporins   3 generatio,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
cefditoren,ANTI INFECTIVES,Cephalosporins   3 generatio,Infectious Disease,Infection,therapeutic_class,0.8
cefditoren,ANTI INFECTIVES,Cephalosporins   3 generatio,Infectious Disease,Sepsis,therapeutic_class,0.8
chlorambucil,ANTI NEOPLASTICS,Alkylating agen,Oncology,Cancer,therapeutic_class,0.8
chlorambucil,ANTI NEOPLASTICS,Alkylating agen,Oncology,Malignant Tumor,therapeutic_class,0.8
chlorambucil,ANTI NEOPLASTICS,Alkylating agen,Oncology,Leukemia,therapeutic_class,0.8
celiprolol,CARDIAC,Beta blocker- Cardioselectiv,Cardiovascular,Hypertension,therapeutic_class,0.8
celiprolol,CARDIAC,Beta blocker- Cardioselectiv,Cardiovascular,Heart Disease,therapeutic_class,0.8
celiprolol,CARDIAC,Beta blocker- Cardioselectiv,Cardiovascular,Angina,therapeutic_class,0.8
celiprolol,CARDIAC,Beta blocker- Cardioselectiv,Cardiovascular,Arrhythmia,therapeutic_class,0.8
celiprolol,CARDIAC,Beta blocker- Cardioselectiv,Cardiovascular,Heart Failure,therapeutic_class,0.8
celiprolol,CARDIAC,Beta blocker- Cardioselectiv,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
indapamide,CARDIAC,Low-ceiling Diuretics (Inhibitors of Na+Cl symport,Cardiovascular,Hypertension,therapeutic_class,0.8
indapamide,CARDIAC,Low-ceiling Diuretics (Inhibitors of Na+Cl symport,Cardiovascular,Heart Disease,therapeutic_class,0.8
indapamide,CARDIAC,Low-ceiling Diuretics (Inhibitors of Na+Cl symport,Cardiovascular,Angina,therapeutic_class,0.8
indapamide,CARDIAC,Low-ceiling Diuretics (Inhibitors of Na+Cl symport,Cardiovascular,Arrhythmia,therapeutic_class,0.8
indapamide,CARDIAC,Low-ceiling Diuretics (Inhibitors of Na+Cl symport,Cardiovascular,Heart Failure,therapeutic_class,0.8
indapamide,CARDIAC,Low-ceiling Diuretics (Inhibitors of Na+Cl symport,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
enclomiphene,GYNAECOLOGICAL,Partial estrogen agonis,Gynecology,Gynecological Infection,therapeutic_class,0.8
enclomiphene,GYNAECOLOGICAL,Partial estrogen agonis,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
enclomiphene,GYNAECOLOGICAL,Partial estrogen agonis,Gynecology,PCOS,therapeutic_class,0.8
enclomiphene,GYNAECOLOGICAL,Partial estrogen agonis,Gynecology,Menstrual Disorder,therapeutic_class,0.8
amylmetacresol,RESPIRATOR,,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
amylmetacresol,RESPIRATOR,,Respiratory,Cough,therapeutic_class,0.8
amylmetacresol,RESPIRATOR,,Respiratory,Common Cold,therapeutic_class,0.8
amylmetacresol,RESPIRATOR,,Respiratory,Nasal Congestion,therapeutic_class,0.8
amylmetacresol,RESPIRATOR,,Respiratory,Bronchitis,therapeutic_class,0.8
colostrum,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
colostrum,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
colostrum,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
cisapride,GASTRO INTESTINAL,Serotonin (5-HT4) receptor agonist-Prokinetic agen,Gastroenterology,Acid Reflux,therapeutic_class,0.8
cisapride,GASTRO INTESTINAL,Serotonin (5-HT4) receptor agonist-Prokinetic agen,Gastroenterology,GERD,therapeutic_class,0.8
cisapride,GASTRO INTESTINAL,Serotonin (5-HT4) receptor agonist-Prokinetic agen,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
cisapride,GASTRO INTESTINAL,Serotonin (5-HT4) receptor agonist-Prokinetic agen,Gastroenterology,Gastritis,therapeutic_class,0.8
cisapride,GASTRO INTESTINAL,Serotonin (5-HT4) receptor agonist-Prokinetic agen,Gastroenterology,Nausea,therapeutic_class,0.8
cisapride,GASTRO INTESTINAL,Serotonin (5-HT4) receptor agonist-Prokinetic agen,Gastroenterology,Diarrhea,therapeutic_class,0.8
voriconazole,ANTI INFECTIVES,Fungal ergosterol synthesis inhibito,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
voriconazole,ANTI INFECTIVES,Fungal ergosterol synthesis inhibito,Infectious Disease,Infection,therapeutic_class,0.8
voriconazole,ANTI INFECTIVES,Fungal ergosterol synthesis inhibito,Infectious Disease,Sepsis,therapeutic_class,0.8
ramucirumab,ANTI NEOPLASTICS,Vascular endothelial growth factor (VEGF) inhibitor,Oncology,Cancer,therapeutic_class,0.8
ramucirumab,ANTI NEOPLASTICS,Vascular endothelial growth factor (VEGF) inhibitor,Oncology,Malignant Tumor,therapeutic_class,0.8
ramucirumab,ANTI NEOPLASTICS,Vascular endothelial growth factor (VEGF) inhibitor,Oncology,Leukemia,therapeutic_class,0.8
l-methyltetrahydrofolate clacium,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
l-methyltetrahydrofolate clacium,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
l-methyltetrahydrofolate clacium,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
pentoxifylline,CARDIAC,Rheologic modifie,Cardiovascular,Hypertension,therapeutic_class,0.8
pentoxifylline,CARDIAC,Rheologic modifie,Cardiovascular,Heart Disease,therapeutic_class,0.8
pentoxifylline,CARDIAC,Rheologic modifie,Cardiovascular,Angina,therapeutic_class,0.8
pentoxifylline,CARDIAC,Rheologic modifie,Cardiovascular,Arrhythmia,therapeutic_class,0.8
pentoxifylline,CARDIAC,Rheologic modifie,Cardiovascular,Heart Failure,therapeutic_class,0.8
pentoxifylline,CARDIAC,Rheologic modifie,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
poractant alfa,RESPIRATORY,Pulmonary Surfactan,Respiratory,Asthma,therapeutic_class,0.8
poractant alfa,RESPIRATORY,Pulmonary Surfactan,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
poractant alfa,RESPIRATORY,Pulmonary Surfactan,Respiratory,COPD,therapeutic_class,0.8
poractant alfa,RESPIRATORY,Pulmonary Surfactan,Respiratory,Cough,therapeutic_class,0.8
poractant alfa,RESPIRATORY,Pulmonary Surfactan,Respiratory,Common Cold,therapeutic_class,0.8
poractant alfa,RESPIRATORY,Pulmonary Surfactan,Respiratory,Bronchitis,therapeutic_class,0.8
human menopausal gonadotrophin,GYNAECOLOGICAL,Gonadotropin,Gynecology,Gynecological Infection,therapeutic_class,0.8
human menopausal gonadotrophin,GYNAECOLOGICAL,Gonadotropin,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
human menopausal gonadotrophin,GYNAECOLOGICAL,Gonadotropin,Gynecology,PCOS,therapeutic_class,0.8
human menopausal gonadotrophin,GYNAECOLOGICAL,Gonadotropin,Gynecology,Menstrual Disorder,therapeutic_class,0.8
valganciclovir,ANTI INFECTIVES,Antiviral (Non-HIV) drug,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
valganciclovir,ANTI INFECTIVES,Antiviral (Non-HIV) drug,Infectious Disease,Infection,therapeutic_class,0.8
valganciclovir,ANTI INFECTIVES,Antiviral (Non-HIV) drug,Infectious Disease,Sepsis,therapeutic_class,0.8
reviparin,BLOOD RELATED,Low molecular weight Heparin (LMWH,Hematology,Anemia,therapeutic_class,0.8
reviparin,BLOOD RELATED,Low molecular weight Heparin (LMWH,Hematology,Thrombosis,therapeutic_class,0.8
reviparin,BLOOD RELATED,Low molecular weight Heparin (LMWH,Hematology,Blood Clotting Disorder,therapeutic_class,0.8
reviparin,BLOOD RELATED,Low molecular weight Heparin (LMWH,Hematology,Deep Vein Thrombosis,therapeutic_class,0.8
ergoloid mesylates,NEURO CNS,Nootropic agen,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
ergoloid mesylates,NEURO CNS,Nootropic agen,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
ergoloid mesylates,NEURO CNS,Nootropic agen,Neurology / Psychiatry,Depression,therapeutic_class,0.8
ergoloid mesylates,NEURO CNS,Nootropic agen,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
ergoloid mesylates,NEURO CNS,Nootropic agen,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
ergoloid mesylates,NEURO CNS,Nootropic agen,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
carmustine,ANTI NEOPLASTICS,Alkylating agen,Oncology,Cancer,therapeutic_class,0.8
carmustine,ANTI NEOPLASTICS,Alkylating agen,Oncology,Malignant Tumor,therapeutic_class,0.8
carmustine,ANTI NEOPLASTICS,Alkylating agen,Oncology,Leukemia,therapeutic_class,0.8
conjugated estrogens,GYNAECOLOGICA,,Gynecology,Vaginal Infection,therapeutic_class,0.8
conjugated estrogens,GYNAECOLOGICA,,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
diphtheria immune globulin,VACCINE,,Preventive Medicine,Vaccination / Immunization,therapeutic_class,0.8
clebopride,GASTRO INTESTINAL,Dopamine (D2) receptor antagonist-Prokinetic agen,Gastroenterology,Acid Reflux,therapeutic_class,0.8
clebopride,GASTRO INTESTINAL,Dopamine (D2) receptor antagonist-Prokinetic agen,Gastroenterology,GERD,therapeutic_class,0.8
clebopride,GASTRO INTESTINAL,Dopamine (D2) receptor antagonist-Prokinetic agen,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
clebopride,GASTRO INTESTINAL,Dopamine (D2) receptor antagonist-Prokinetic agen,Gastroenterology,Gastritis,therapeutic_class,0.8
clebopride,GASTRO INTESTINAL,Dopamine (D2) receptor antagonist-Prokinetic agen,Gastroenterology,Nausea,therapeutic_class,0.8
clebopride,GASTRO INTESTINAL,Dopamine (D2) receptor antagonist-Prokinetic agen,Gastroenterology,Diarrhea,therapeutic_class,0.8
sulfamethopyrazine,ANTI INFECTIVE,,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
sulfamethopyrazine,ANTI INFECTIVE,,Infectious Disease,Infection,therapeutic_class,0.8
gefitinib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Cancer,therapeutic_class,0.8
gefitinib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Malignant Tumor,therapeutic_class,0.8
gefitinib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Leukemia,therapeutic_class,0.8
lactase,GASTRO INTESTINAL,Digestive enzyme,Gastroenterology,Acid Reflux,therapeutic_class,0.8
lactase,GASTRO INTESTINAL,Digestive enzyme,Gastroenterology,GERD,therapeutic_class,0.8
lactase,GASTRO INTESTINAL,Digestive enzyme,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
lactase,GASTRO INTESTINAL,Digestive enzyme,Gastroenterology,Gastritis,therapeutic_class,0.8
lactase,GASTRO INTESTINAL,Digestive enzyme,Gastroenterology,Nausea,therapeutic_class,0.8
lactase,GASTRO INTESTINAL,Digestive enzyme,Gastroenterology,Diarrhea,therapeutic_class,0.8
plerixafor,ANTI NEOPLASTICS,Hematopoietic stem cell mobilize,Oncology,Cancer,therapeutic_class,0.8
plerixafor,ANTI NEOPLASTICS,Hematopoietic stem cell mobilize,Oncology,Malignant Tumor,therapeutic_class,0.8
plerixafor,ANTI NEOPLASTICS,Hematopoietic stem cell mobilize,Oncology,Leukemia,therapeutic_class,0.8
carbenicillin,ANTI INFECTIVES,Cell wall active agent -Extended spectrum Penicilli,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
carbenicillin,ANTI INFECTIVES,Cell wall active agent -Extended spectrum Penicilli,Infectious Disease,Infection,therapeutic_class,0.8
carbenicillin,ANTI INFECTIVES,Cell wall active agent -Extended spectrum Penicilli,Infectious Disease,Sepsis,therapeutic_class,0.8
sulfasalazine,GASTRO INTESTINAL,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Non biologic,Gastroenterology,Acid Reflux,therapeutic_class,0.8
sulfasalazine,GASTRO INTESTINAL,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Non biologic,Gastroenterology,GERD,therapeutic_class,0.8
sulfasalazine,GASTRO INTESTINAL,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Non biologic,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
sulfasalazine,GASTRO INTESTINAL,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Non biologic,Gastroenterology,Gastritis,therapeutic_class,0.8
sulfasalazine,GASTRO INTESTINAL,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Non biologic,Gastroenterology,Nausea,therapeutic_class,0.8
sulfasalazine,GASTRO INTESTINAL,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Non biologic,Gastroenterology,Diarrhea,therapeutic_class,0.8
topiramate,NEURO CN,,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
topiramate,NEURO CN,,Neurology / Psychiatry,Depression,therapeutic_class,0.8
topiramate,NEURO CN,,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
topiramate,NEURO CN,,Neurology / Psychiatry,Vertigo,therapeutic_class,0.8
topiramate,NEURO CN,,Neurology / Psychiatry,Neuropathy,therapeutic_class,0.8
phytomenadione,BLOOD RELATED,Vitamin,Hematology,Anemia,therapeutic_class,0.8
phytomenadione,BLOOD RELATED,Vitamin,Hematology,Thrombosis,therapeutic_class,0.8
phytomenadione,BLOOD RELATED,Vitamin,Hematology,Blood Clotting Disorder,therapeutic_class,0.8
phytomenadione,BLOOD RELATED,Vitamin,Hematology,Deep Vein Thrombosis,therapeutic_class,0.8
vandetanib,ANTI NEOPLASTICS,Protein synthesis inhibitor,Oncology,Cancer,therapeutic_class,0.8
vandetanib,ANTI NEOPLASTICS,Protein synthesis inhibitor,Oncology,Malignant Tumor,therapeutic_class,0.8
vandetanib,ANTI NEOPLASTICS,Protein synthesis inhibitor,Oncology,Leukemia,therapeutic_class,0.8
daratumumab,ANTI NEOPLASTIC,,Oncology,Cancer,therapeutic_class,0.8
daratumumab,ANTI NEOPLASTIC,,Oncology,Prostate Cancer,therapeutic_class,0.8
daratumumab,ANTI NEOPLASTIC,,Oncology,Breast Cancer,therapeutic_class,0.8
daratumumab,ANTI NEOPLASTIC,,Oncology,Malignant Tumor,therapeutic_class,0.8
daunorubicin,ANTI NEOPLASTICS,Alkaloids-cytotoxic agent,Oncology,Cancer,therapeutic_class,0.8
daunorubicin,ANTI NEOPLASTICS,Alkaloids-cytotoxic agent,Oncology,Malignant Tumor,therapeutic_class,0.8
daunorubicin,ANTI NEOPLASTICS,Alkaloids-cytotoxic agent,Oncology,Leukemia,therapeutic_class,0.8
lemborexant,NEURO CN,,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
lemborexant,NEURO CN,,Neurology / Psychiatry,Depression,therapeutic_class,0.8
lemborexant,NEURO CN,,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
lemborexant,NEURO CN,,Neurology / Psychiatry,Vertigo,therapeutic_class,0.8
lemborexant,NEURO CN,,Neurology / Psychiatry,Neuropathy,therapeutic_class,0.8
denosumab,PAIN ANALGESIC,,Pain Management,Pain,therapeutic_class,0.8
denosumab,PAIN ANALGESIC,,Pain Management,Inflammation,therapeutic_class,0.8
denosumab,PAIN ANALGESIC,,Pain Management,Arthritis,therapeutic_class,0.8
denosumab,PAIN ANALGESIC,,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
dacomitinib,ANTI NEOPLASTIC,,Oncology,Cancer,therapeutic_class,0.8
dacomitinib,ANTI NEOPLASTIC,,Oncology,Prostate Cancer,therapeutic_class,0.8
dacomitinib,ANTI NEOPLASTIC,,Oncology,Breast Cancer,therapeutic_class,0.8
dacomitinib,ANTI NEOPLASTIC,,Oncology,Malignant Tumor,therapeutic_class,0.8
glycopyrronium,RESPIRATOR,,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
glycopyrronium,RESPIRATOR,,Respiratory,Cough,therapeutic_class,0.8
glycopyrronium,RESPIRATOR,,Respiratory,Common Cold,therapeutic_class,0.8
glycopyrronium,RESPIRATOR,,Respiratory,Nasal Congestion,therapeutic_class,0.8
glycopyrronium,RESPIRATOR,,Respiratory,Bronchitis,therapeutic_class,0.8
drotaverine+paracetamol,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
drotaverine+paracetamol,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
drotaverine+paracetamol,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
drotaverine+paracetamol,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
dorzolamide,OPHTHA,,Ophthalmology,Eye Infection,therapeutic_class,0.8
dorzolamide,OPHTHA,,Ophthalmology,Conjunctivitis,therapeutic_class,0.8
dorzolamide,OPHTHA,,Ophthalmology,Dry Eye,therapeutic_class,0.8
pyridostigmine,NEURO CNS,Cholinesterase inhibitors- carbamate,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
pyridostigmine,NEURO CNS,Cholinesterase inhibitors- carbamate,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
pyridostigmine,NEURO CNS,Cholinesterase inhibitors- carbamate,Neurology / Psychiatry,Depression,therapeutic_class,0.8
pyridostigmine,NEURO CNS,Cholinesterase inhibitors- carbamate,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
pyridostigmine,NEURO CNS,Cholinesterase inhibitors- carbamate,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
pyridostigmine,NEURO CNS,Cholinesterase inhibitors- carbamate,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
dopamine,CARDIAC,Sympathomimetics agonist-Inotrope,Cardiovascular,Hypertension,therapeutic_class,0.8
dopamine,CARDIAC,Sympathomimetics agonist-Inotrope,Cardiovascular,Heart Disease,therapeutic_class,0.8
dopamine,CARDIAC,Sympathomimetics agonist-Inotrope,Cardiovascular,Angina,therapeutic_class,0.8
dopamine,CARDIAC,Sympathomimetics agonist-Inotrope,Cardiovascular,Arrhythmia,therapeutic_class,0.8
dopamine,CARDIAC,Sympathomimetics agonist-Inotrope,Cardiovascular,Heart Failure,therapeutic_class,0.8
dopamine,CARDIAC,Sympathomimetics agonist-Inotrope,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
dalfampridine,NEURO CN,,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
dalfampridine,NEURO CN,,Neurology / Psychiatry,Depression,therapeutic_class,0.8
dalfampridine,NEURO CN,,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
dalfampridine,NEURO CN,,Neurology / Psychiatry,Vertigo,therapeutic_class,0.8
dalfampridine,NEURO CN,,Neurology / Psychiatry,Neuropathy,therapeutic_class,0.8
drospirenone,GYNAECOLOGICAL,Progestins (Third generation,Gynecology,Gynecological Infection,therapeutic_class,0.8
drospirenone,GYNAECOLOGICAL,Progestins (Third generation,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
drospirenone,GYNAECOLOGICAL,Progestins (Third generation,Gynecology,PCOS,therapeutic_class,0.8
drospirenone,GYNAECOLOGICAL,Progestins (Third generation,Gynecology,Menstrual Disorder,therapeutic_class,0.8
alginic acid,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
alginic acid,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
alginic acid,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
alginic acid,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
triptorelin,HORMONES,GNRH agonists/analogu,Endocrinology,Hormonal Imbalance,therapeutic_class,0.8
triptorelin,HORMONES,GNRH agonists/analogu,Endocrinology,Hypothyroidism,therapeutic_class,0.8
triptorelin,HORMONES,GNRH agonists/analogu,Endocrinology,Adrenal Insufficiency,therapeutic_class,0.8
triptorelin,HORMONES,GNRH agonists/analogu,Endocrinology,Growth Disorder,therapeutic_class,0.8
papain,DERM,,Dermatology,Skin Infection,therapeutic_class,0.8
papain,DERM,,Dermatology,Dermatitis,therapeutic_class,0.8
papain,DERM,,Dermatology,Fungal Infection,therapeutic_class,0.8
papain,DERM,,Dermatology,Eczema,therapeutic_class,0.8
papain,DERM,,Dermatology,Psoriasis,therapeutic_class,0.8
tenofovir alafenamide,ANTI INFECTIVES,Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs),Infectious Disease,Bacterial Infection,therapeutic_class,0.8
tenofovir alafenamide,ANTI INFECTIVES,Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs),Infectious Disease,Infection,therapeutic_class,0.8
tenofovir alafenamide,ANTI INFECTIVES,Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs),Infectious Disease,Sepsis,therapeutic_class,0.8
sucroferric oxyhydroxide,BLOOD RELATE,,Hematology,Anemia,therapeutic_class,0.8
sucroferric oxyhydroxide,BLOOD RELATE,,Hematology,Iron Deficiency,therapeutic_class,0.8
doxepin,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
doxepin,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
doxepin,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Depression,therapeutic_class,0.8
doxepin,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
doxepin,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
doxepin,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
dimenhydrinate,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Asthma,therapeutic_class,0.8
dimenhydrinate,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
dimenhydrinate,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,COPD,therapeutic_class,0.8
dimenhydrinate,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Cough,therapeutic_class,0.8
dimenhydrinate,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Common Cold,therapeutic_class,0.8
dimenhydrinate,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Bronchitis,therapeutic_class,0.8
dexmedetomidine,NEURO CNS,Alpha 2-Adrenoceptor agonists (Anaesthetic,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
dexmedetomidine,NEURO CNS,Alpha 2-Adrenoceptor agonists (Anaesthetic,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
dexmedetomidine,NEURO CNS,Alpha 2-Adrenoceptor agonists (Anaesthetic,Neurology / Psychiatry,Depression,therapeutic_class,0.8
dexmedetomidine,NEURO CNS,Alpha 2-Adrenoceptor agonists (Anaesthetic,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
dexmedetomidine,NEURO CNS,Alpha 2-Adrenoceptor agonists (Anaesthetic,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
dexmedetomidine,NEURO CNS,Alpha 2-Adrenoceptor agonists (Anaesthetic,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
dimethyl fumarate,NEURO CNS,Immunomodulator- Multiple sclerosis (oral,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
dimethyl fumarate,NEURO CNS,Immunomodulator- Multiple sclerosis (oral,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
dimethyl fumarate,NEURO CNS,Immunomodulator- Multiple sclerosis (oral,Neurology / Psychiatry,Depression,therapeutic_class,0.8
dimethyl fumarate,NEURO CNS,Immunomodulator- Multiple sclerosis (oral,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
dimethyl fumarate,NEURO CNS,Immunomodulator- Multiple sclerosis (oral,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
dimethyl fumarate,NEURO CNS,Immunomodulator- Multiple sclerosis (oral,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
methdilazine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Asthma,therapeutic_class,0.8
methdilazine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
methdilazine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,COPD,therapeutic_class,0.8
methdilazine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Cough,therapeutic_class,0.8
methdilazine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Common Cold,therapeutic_class,0.8
methdilazine,RESPIRATORY,H1 Antihistaminics (First Generation,Respiratory,Bronchitis,therapeutic_class,0.8
fentanyl,PAIN ANALGESICS,Opioid,Pain Management,Pain,therapeutic_class,0.8
fentanyl,PAIN ANALGESICS,Opioid,Pain Management,Inflammation,therapeutic_class,0.8
fentanyl,PAIN ANALGESICS,Opioid,Pain Management,Arthritis,therapeutic_class,0.8
fentanyl,PAIN ANALGESICS,Opioid,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
sodium fluoride,OPHTHAL,Stomatological-Hypersensitivit,Ophthalmology,Eye Infection,therapeutic_class,0.8
sodium fluoride,OPHTHAL,Stomatological-Hypersensitivit,Ophthalmology,Glaucoma,therapeutic_class,0.8
sodium fluoride,OPHTHAL,Stomatological-Hypersensitivit,Ophthalmology,Conjunctivitis,therapeutic_class,0.8
sodium fluoride,OPHTHAL,Stomatological-Hypersensitivit,Ophthalmology,Dry Eye,therapeutic_class,0.8
deferoxamine,BLOOD RELATED,Iron chelating agent,Hematology,Anemia,therapeutic_class,0.8
deferoxamine,BLOOD RELATED,Iron chelating agent,Hematology,Thrombosis,therapeutic_class,0.8
deferoxamine,BLOOD RELATED,Iron chelating agent,Hematology,Blood Clotting Disorder,therapeutic_class,0.8
deferoxamine,BLOOD RELATED,Iron chelating agent,Hematology,Deep Vein Thrombosis,therapeutic_class,0.8
menotrophin,GYNAECOLOGICAL,Gonadotropin,Gynecology,Gynecological Infection,therapeutic_class,0.8
menotrophin,GYNAECOLOGICAL,Gonadotropin,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
